InvoiceNo,StockCode,Quantity,InvoiceDate,UnitPrice,CustomerID,TotalAmount
INV718975,PROD043,16,2023-12-26,26.53,C0199,424.48
INV113721,PROD004,12,2023-02-06,11.43,C0132,137.16
INV590795,PROD014,16,2023-02-10,46.46,C0477,743.36
INV961957,PROD041,2,2023-08-01,18.37,C0411,36.74
INV654718,PROD046,2,2023-05-17,41.27,C0189,82.54
INV326387,PROD047,3,2023-02-09,41.81,C0021,125.43
INV657487,PROD034,4,2023-04-29,5.51,C0492,22.04
INV697717,PROD013,7,2023-05-08,26.55,C0198,185.85
INV882351,PROD012,18,2023-08-01,37.59,C0321,676.6200000000001
INV836677,PROD041,19,2023-08-23,18.22,C0055,346.17999999999995
INV676680,PROD028,4,2023-04-03,8.76,C0341,35.04
INV729057,PROD033,11,2023-10-01,33.05,C0206,363.54999999999995
INV985893,PROD023,11,2023-06-16,27.73,C0227,305.03000000000003
INV737967,PROD027,14,2023-06-15,41.39,C0191,579.46
INV880746,PROD037,18,2023-10-09,11.09,C0124,199.62
INV100205,PROD024,15,2023-07-23,22.65,C0131,339.75
INV241647,PROD003,10,2023-09-23,29.99,C0372,299.9
INV325258,PROD020,1,2023-04-24,15.37,C0456,15.37
INV962283,PROD021,1,2023-12-20,38.69,C0439,38.69
INV262230,PROD036,17,2023-10-20,28.04,C0142,476.68
INV377860,PROD003,15,2023-03-12,18.1,C0049,271.5
INV196369,PROD038,8,2023-06-03,12.03,C0188,96.24
INV858729,PROD026,19,2023-02-09,45.94,C0293,872.8599999999999
INV836989,PROD031,6,2023-12-20,24.67,C0167,148.02
INV866288,PROD007,20,2023-01-20,32.29,C0296,645.8
INV908348,PROD037,13,2023-01-29,4.38,C0414,56.94
INV907812,PROD023,14,2023-03-03,21.12,C0172,295.68
INV915182,PROD048,20,2023-11-21,46.47,C0117,929.4
INV434827,PROD025,2,2023-01-22,15.59,C0324,31.18
INV331522,PROD037,5,2023-12-24,16.68,C0277,83.4
INV703198,PROD004,13,2023-11-01,48.57,C0079,631.41
INV255202,PROD006,8,2023-07-21,21.88,C0259,175.04
INV674779,PROD022,3,2023-01-26,24.05,C0068,72.15
INV911414,PROD017,3,2023-08-11,20.23,C0205,60.69
INV611559,PROD009,5,2023-04-12,24.31,C0358,121.55
INV871403,PROD042,19,2023-11-12,10.21,C0203,193.99
INV439121,PROD016,8,2023-08-09,4.05,C0269,32.4
INV544114,PROD037,3,2023-07-31,6.07,C0351,18.21
INV787247,PROD023,7,2023-11-01,16.38,C0188,114.66
INV961493,PROD020,6,2023-11-12,49.39,C0013,296.34000000000003
INV957915,PROD029,20,2023-01-23,7.72,C0412,154.4
INV217830,PROD013,12,2023-02-13,8.22,C0120,98.64000000000001
INV972881,PROD004,8,2023-03-17,47.47,C0379,379.76
INV419939,PROD019,1,2023-02-26,17.49,C0420,17.49
INV322167,PROD031,1,2023-10-03,16.93,C0231,16.93
INV606489,PROD035,17,2023-10-08,37.64,C0105,639.88
INV119281,PROD047,5,2023-12-09,34.91,C0319,174.54999999999998
INV163029,PROD038,17,2023-03-29,2.65,C0193,45.05
INV786563,PROD013,20,2023-08-27,13.93,C0146,278.6
INV795186,PROD001,3,2023-05-19,19.74,C0484,59.22
INV406703,PROD043,12,2023-01-10,43.28,C0437,519.36
INV633243,PROD042,13,2023-07-14,11.94,C0445,155.22
INV657381,PROD007,11,2023-11-02,24.49,C0364,269.39
INV687923,PROD012,7,2023-08-23,25.28,C0046,176.96
INV419739,PROD046,1,2023-09-29,2.47,C0475,2.47
INV463625,PROD032,13,2023-01-10,37.35,C0171,485.55
INV625600,PROD023,12,2023-05-01,31.45,C0351,377.4
INV681896,PROD004,9,2023-01-16,43.99,C0142,395.91
INV788842,PROD018,8,2023-07-21,8.01,C0486,64.08
INV742198,PROD006,13,2023-12-14,26.28,C0071,341.64
INV260169,PROD041,8,2023-10-21,21.16,C0447,169.28
INV238173,PROD020,20,2023-10-05,16.8,C0219,336.0
INV938970,PROD042,5,2023-12-17,29.26,C0106,146.3
INV241822,PROD009,10,2023-09-26,34.58,C0104,345.79999999999995
INV171108,PROD010,19,2023-06-12,45.9,C0221,872.1
INV862398,PROD035,4,2023-03-16,9.61,C0286,38.44
INV531228,PROD049,11,2023-07-31,44.07,C0016,484.77
INV211957,PROD029,9,2023-04-07,8.02,C0156,72.17999999999999
INV746915,PROD012,1,2023-11-10,38.24,C0068,38.24
INV343461,PROD039,19,2023-11-02,30.81,C0137,585.39
INV917707,PROD044,1,2023-12-19,18.28,C0119,18.28
INV846606,PROD009,17,2023-08-29,42.38,C0245,720.46
INV596864,PROD024,6,2023-09-09,42.68,C0333,256.08
INV901677,PROD011,7,2023-07-29,11.7,C0071,81.89999999999999
INV878427,PROD001,9,2023-04-24,47.53,C0497,427.77
INV747033,PROD013,7,2023-08-13,3.77,C0344,26.39
INV548324,PROD045,11,2023-05-07,43.41,C0251,477.51
INV855185,PROD003,20,2023-07-14,36.9,C0208,738.0
INV722650,PROD026,20,2023-10-20,46.99,C0161,939.8000000000001
INV579094,PROD034,2,2023-08-20,26.27,C0275,52.54
INV870881,PROD003,8,2023-07-22,26.18,C0424,209.44
INV151690,PROD036,13,2023-11-19,26.05,C0021,338.65000000000003
INV911259,PROD019,15,2023-06-05,20.2,C0098,303.0
INV742917,PROD019,15,2023-05-31,8.74,C0424,131.1
INV970206,PROD004,17,2023-08-26,45.23,C0471,768.91
INV288503,PROD029,3,2023-02-27,36.27,C0331,108.81
INV439173,PROD038,18,2023-07-31,7.2,C0399,129.6
INV311741,PROD002,6,2023-12-31,22.96,C0231,137.76
INV780081,PROD030,3,2023-12-21,12.88,C0452,38.64
INV195620,PROD046,6,2023-03-05,36.06,C0465,216.36
INV649262,PROD046,15,2023-02-13,31.89,C0059,478.35
INV497073,PROD025,17,2023-03-23,30.8,C0363,523.6
INV692960,PROD025,2,2023-06-21,38.53,C0282,77.06
INV287555,PROD043,5,2023-03-16,8.53,C0447,42.65
INV865630,PROD046,2,2023-06-08,21.27,C0394,42.54
INV237962,PROD029,10,2023-03-02,31.51,C0394,315.1
INV112800,PROD013,1,2023-05-10,31.32,C0492,31.32
INV737517,PROD032,16,2023-01-03,27.4,C0235,438.4
INV598820,PROD032,8,2023-12-04,11.24,C0452,89.92
INV106892,PROD027,15,2023-11-04,4.43,C0233,66.44999999999999
INV959959,PROD036,9,2023-10-13,31.18,C0126,280.62
INV785010,PROD014,2,2023-01-29,9.65,C0423,19.3
INV706174,PROD003,5,2023-12-08,42.76,C0179,213.79999999999998
INV151413,PROD039,10,2023-02-14,16.89,C0430,168.9
INV740774,PROD027,6,2023-05-26,8.49,C0056,50.94
INV286037,PROD045,20,2023-10-15,28.83,C0339,576.5999999999999
INV197649,PROD030,19,2023-01-19,18.33,C0495,348.27
INV960109,PROD020,11,2023-07-14,18.74,C0394,206.14
INV407057,PROD049,14,2023-02-03,42.24,C0035,591.36
INV445200,PROD009,4,2023-05-21,34.88,C0242,139.52
INV741784,PROD027,17,2023-04-18,10.89,C0270,185.13
INV654640,PROD007,19,2023-11-19,36.62,C0030,695.78
INV401137,PROD031,20,2023-12-28,46.73,C0045,934.5999999999999
INV753518,PROD039,11,2023-10-22,13.35,C0219,146.85
INV864605,PROD009,20,2023-09-24,28.35,C0182,567.0
INV344026,PROD032,16,2023-11-09,40.5,C0324,648.0
INV587467,PROD019,7,2023-01-13,0.58,C0363,4.06
INV534153,PROD008,7,2023-08-01,40.08,C0321,280.56
INV322652,PROD022,12,2023-11-23,28.24,C0024,338.88
INV928580,PROD041,7,2023-05-11,34.66,C0006,242.61999999999998
INV904291,PROD020,10,2023-06-15,25.58,C0035,255.79999999999998
INV745915,PROD008,11,2023-10-19,17.4,C0004,191.39999999999998
INV805139,PROD002,6,2023-06-23,10.1,C0492,60.599999999999994
INV262934,PROD031,2,2023-09-04,32.46,C0246,64.92
INV922072,PROD030,18,2023-08-25,44.85,C0322,807.3000000000001
INV692385,PROD027,2,2023-06-03,41.84,C0417,83.68
INV318379,PROD044,11,2023-01-10,27.98,C0372,307.78000000000003
INV169429,PROD044,11,2023-07-01,40.08,C0296,440.88
INV493468,PROD010,9,2023-06-23,42.12,C0497,379.08
INV296481,PROD035,6,2023-07-19,28.76,C0321,172.56
INV844321,PROD008,10,2023-06-11,35.41,C0305,354.09999999999997
INV489633,PROD018,14,2023-05-02,4.8,C0017,67.2
INV217683,PROD020,7,2023-03-31,26.49,C0232,185.42999999999998
INV630573,PROD003,7,2023-08-16,45.71,C0192,319.97
INV606957,PROD031,17,2023-06-24,8.13,C0013,138.21
INV906859,PROD034,10,2023-03-15,38.89,C0376,388.9
INV315154,PROD007,17,2023-03-09,34.0,C0447,578.0
INV221462,PROD003,15,2023-09-25,19.69,C0371,295.35
INV191305,PROD020,2,2023-11-01,34.51,C0003,69.02
INV881770,PROD030,2,2023-12-04,5.6,C0171,11.2
INV320039,PROD002,19,2023-11-24,38.05,C0160,722.9499999999999
INV434652,PROD013,7,2023-09-30,14.69,C0165,102.83
INV386929,PROD029,4,2023-03-22,14.0,C0396,56.0
INV316612,PROD001,20,2023-02-22,28.2,C0059,564.0
INV838568,PROD023,18,2023-03-14,16.27,C0278,292.86
INV426503,PROD019,19,2023-02-06,12.62,C0412,239.77999999999997
INV130401,PROD022,18,2023-03-08,22.46,C0314,404.28000000000003
INV190302,PROD044,2,2023-01-28,5.74,C0242,11.48
INV760047,PROD026,6,2023-10-31,35.38,C0219,212.28000000000003
INV448475,PROD045,15,2023-06-09,31.01,C0429,465.15000000000003
INV695370,PROD013,18,2023-08-27,4.39,C0419,79.02
INV817727,PROD006,15,2023-06-08,5.31,C0068,79.64999999999999
INV250703,PROD046,15,2023-04-25,23.79,C0330,356.84999999999997
INV292259,PROD040,9,2023-07-20,45.69,C0441,411.21
INV575301,PROD043,11,2023-06-16,39.54,C0359,434.94
INV601903,PROD002,3,2023-06-29,24.03,C0250,72.09
INV702593,PROD011,10,2023-11-06,38.51,C0237,385.09999999999997
INV441699,PROD033,4,2023-02-24,20.58,C0066,82.32
INV583367,PROD042,3,2023-09-30,39.73,C0285,119.19
INV674566,PROD038,14,2023-05-05,12.31,C0206,172.34
INV953452,PROD031,13,2023-04-17,3.77,C0082,49.01
INV694764,PROD038,14,2023-08-11,39.32,C0356,550.48
INV794799,PROD022,18,2023-03-30,34.86,C0404,627.48
INV720928,PROD005,19,2023-02-28,41.92,C0343,796.48
INV284731,PROD030,11,2023-08-16,27.98,C0306,307.78000000000003
INV953610,PROD026,3,2023-12-17,30.11,C0158,90.33
INV164468,PROD025,11,2023-12-05,24.97,C0306,274.66999999999996
INV949178,PROD014,5,2023-11-22,44.42,C0047,222.10000000000002
INV657062,PROD049,5,2023-08-20,33.21,C0001,166.05
INV315651,PROD025,20,2023-04-11,29.11,C0150,582.2
INV419343,PROD021,10,2023-12-14,28.73,C0349,287.3
INV108513,PROD028,12,2023-10-26,49.52,C0471,594.24
INV165442,PROD033,13,2023-05-31,42.46,C0314,551.98
INV960622,PROD036,2,2023-10-14,0.54,C0190,1.08
INV552686,PROD008,10,2023-05-01,43.35,C0184,433.5
INV501384,PROD038,13,2023-12-31,31.45,C0360,408.84999999999997
INV281833,PROD025,14,2023-12-06,27.48,C0208,384.72
INV980764,PROD009,7,2023-07-04,27.99,C0244,195.92999999999998
INV231647,PROD010,10,2023-12-10,49.87,C0214,498.7
INV856379,PROD001,3,2023-03-15,32.6,C0069,97.80000000000001
INV188776,PROD032,14,2023-03-11,48.76,C0454,682.64
INV733790,PROD042,14,2023-12-23,43.08,C0071,603.12
INV544726,PROD028,20,2023-09-18,9.4,C0477,188.0
INV545405,PROD029,13,2023-04-06,18.09,C0283,235.17
INV846722,PROD001,19,2023-05-02,25.16,C0310,478.04
INV484795,PROD018,14,2023-10-23,46.36,C0257,649.04
INV218661,PROD003,19,2023-07-08,24.42,C0018,463.98
INV887042,PROD031,3,2023-09-27,7.53,C0298,22.59
INV739705,PROD018,15,2023-09-25,26.09,C0399,391.35
INV801200,PROD016,16,2023-12-06,31.72,C0046,507.52
INV742818,PROD044,18,2023-06-09,40.01,C0040,720.18
INV576089,PROD022,18,2023-08-29,39.04,C0028,702.72
INV470057,PROD031,19,2023-08-04,36.82,C0263,699.58
INV726667,PROD019,10,2023-12-22,8.79,C0492,87.89999999999999
INV596144,PROD020,19,2023-11-19,13.39,C0384,254.41000000000003
INV948188,PROD011,19,2023-05-30,3.06,C0297,58.14
INV232981,PROD040,1,2023-02-12,14.7,C0378,14.7
INV394620,PROD005,9,2023-11-12,12.98,C0259,116.82000000000001
INV283095,PROD017,1,2023-11-06,37.2,C0141,37.2
INV947082,PROD038,5,2023-07-09,33.13,C0466,165.65
INV134697,PROD017,8,2023-09-28,24.5,C0090,196.0
INV978302,PROD006,5,2023-03-20,29.98,C0176,149.9
INV792759,PROD049,14,2023-05-02,38.63,C0254,540.82
INV156964,PROD047,6,2023-06-26,10.94,C0226,65.64
INV518114,PROD017,4,2023-08-26,3.1,C0329,12.4
INV345011,PROD020,16,2023-09-30,37.43,C0244,598.88
INV656208,PROD044,13,2023-03-16,23.99,C0195,311.87
INV500560,PROD028,1,2023-08-18,14.8,C0446,14.8
INV202093,PROD021,17,2023-01-22,34.3,C0348,583.0999999999999
INV740140,PROD035,12,2023-08-10,47.83,C0470,573.96
INV941289,PROD042,9,2023-05-17,17.08,C0471,153.71999999999997
INV885478,PROD017,19,2023-12-12,19.86,C0051,377.34
INV453796,PROD047,19,2023-09-24,38.64,C0124,734.16
INV805483,PROD045,6,2023-01-06,16.01,C0347,96.06
INV208954,PROD005,1,2023-09-26,20.86,C0005,20.86
INV364132,PROD029,12,2023-05-26,11.36,C0351,136.32
INV722999,PROD003,1,2023-01-30,31.16,C0099,31.16
INV225805,PROD014,20,2023-12-29,32.09,C0337,641.8000000000001
INV693566,PROD039,5,2023-11-28,19.11,C0045,95.55
INV408877,PROD012,4,2023-05-10,34.93,C0412,139.72
INV906731,PROD043,3,2023-05-22,32.12,C0240,96.35999999999999
INV390756,PROD045,11,2023-02-07,13.24,C0219,145.64000000000001
INV370782,PROD004,13,2023-01-31,19.74,C0398,256.62
INV310416,PROD017,6,2023-09-09,22.31,C0490,133.85999999999999
INV250861,PROD026,6,2023-02-25,32.45,C0313,194.70000000000002
INV563031,PROD028,7,2023-02-24,30.89,C0277,216.23000000000002
INV699098,PROD017,4,2023-02-06,2.23,C0367,8.92
INV256085,PROD017,15,2023-09-12,1.43,C0373,21.45
INV509451,PROD041,1,2023-12-07,46.68,C0335,46.68
INV103883,PROD010,11,2023-10-22,45.28,C0137,498.08000000000004
INV985049,PROD046,16,2023-07-26,24.17,C0264,386.72
INV822742,PROD005,18,2023-07-16,11.68,C0373,210.24
INV449636,PROD031,4,2023-07-03,28.58,C0419,114.32
INV195071,PROD020,13,2023-11-28,3.23,C0350,41.99
INV897392,PROD035,11,2023-08-24,4.48,C0188,49.28
INV502824,PROD019,7,2023-01-21,9.24,C0393,64.68
INV761249,PROD013,10,2023-02-24,34.95,C0339,349.5
INV559259,PROD023,16,2023-11-20,4.7,C0353,75.2
INV854701,PROD013,5,2023-01-13,2.27,C0377,11.35
INV774661,PROD016,16,2023-10-04,19.74,C0304,315.84
INV117215,PROD032,18,2023-08-19,48.27,C0158,868.86
INV525205,PROD022,2,2023-01-22,17.22,C0019,34.44
INV662625,PROD014,17,2023-12-14,23.19,C0061,394.23
INV138669,PROD048,19,2023-02-06,12.03,C0077,228.57
INV748410,PROD010,16,2023-08-30,32.86,C0377,525.76
INV152384,PROD016,5,2023-11-20,1.21,C0024,6.05
INV975930,PROD020,4,2023-03-29,23.08,C0464,92.32
INV937995,PROD005,4,2023-11-01,6.15,C0303,24.6
INV453729,PROD015,3,2023-08-07,40.32,C0316,120.96000000000001
INV703945,PROD048,13,2023-12-17,16.55,C0416,215.15
INV901351,PROD009,11,2023-04-20,41.9,C0280,460.9
INV387198,PROD038,6,2023-03-03,17.11,C0024,102.66
INV680290,PROD049,14,2023-07-09,8.82,C0073,123.48
INV239849,PROD029,8,2023-01-21,46.32,C0085,370.56
INV116389,PROD041,20,2023-03-22,19.12,C0052,382.40000000000003
INV193471,PROD032,3,2023-04-02,0.81,C0451,2.43
INV827191,PROD042,19,2023-08-02,44.4,C0362,843.6
INV384111,PROD031,5,2023-11-24,10.7,C0414,53.5
INV740195,PROD029,14,2023-03-31,12.34,C0268,172.76
INV741780,PROD003,20,2023-09-13,9.41,C0355,188.2
INV684801,PROD006,10,2023-01-03,17.72,C0487,177.2
INV748985,PROD013,4,2023-02-18,49.34,C0121,197.36
INV907750,PROD049,18,2023-08-26,25.62,C0186,461.16
INV218152,PROD043,7,2023-04-10,14.18,C0321,99.25999999999999
INV802695,PROD010,16,2023-03-23,25.13,C0408,402.08
INV319770,PROD003,2,2023-05-26,32.42,C0473,64.84
INV145421,PROD017,11,2023-08-21,31.03,C0223,341.33000000000004
INV265722,PROD048,2,2023-04-01,46.28,C0054,92.56
INV346729,PROD002,16,2023-02-06,25.99,C0403,415.84
INV308405,PROD029,19,2023-08-03,29.2,C0370,554.8
INV441974,PROD044,11,2023-02-26,11.89,C0383,130.79000000000002
INV493774,PROD007,8,2023-04-13,37.02,C0117,296.16
INV156978,PROD015,3,2023-09-06,23.81,C0457,71.42999999999999
INV577092,PROD028,5,2023-11-09,11.2,C0456,56.0
INV762722,PROD025,12,2023-04-10,7.25,C0092,87.0
INV825835,PROD018,7,2023-01-17,17.13,C0184,119.91
INV580854,PROD004,9,2023-08-27,7.26,C0292,65.34
INV732958,PROD011,11,2023-06-01,11.38,C0215,125.18
INV679606,PROD041,20,2023-10-23,45.33,C0081,906.5999999999999
INV612977,PROD015,3,2023-09-25,20.88,C0438,62.64
INV392731,PROD014,19,2023-08-25,23.94,C0442,454.86
INV359870,PROD047,14,2023-05-07,36.94,C0008,517.16
INV256206,PROD028,19,2023-10-30,11.51,C0168,218.69
INV142004,PROD037,1,2023-01-23,21.18,C0468,21.18
INV513474,PROD047,17,2023-09-29,2.16,C0241,36.72
INV187127,PROD045,4,2023-05-04,22.9,C0246,91.6
INV328596,PROD049,1,2023-07-28,34.81,C0286,34.81
INV116703,PROD023,10,2023-02-16,12.33,C0068,123.3
INV999596,PROD043,10,2023-08-24,8.51,C0246,85.1
INV586288,PROD048,19,2023-08-21,1.71,C0293,32.49
INV757258,PROD009,13,2023-07-09,9.65,C0396,125.45
INV503575,PROD046,1,2023-02-06,43.09,C0238,43.09
INV546590,PROD045,11,2023-06-01,26.78,C0458,294.58000000000004
INV925954,PROD018,20,2023-04-17,27.35,C0386,547.0
INV639740,PROD006,20,2023-01-29,44.1,C0351,882.0
INV501557,PROD044,12,2023-02-26,44.45,C0485,533.4000000000001
INV283781,PROD030,20,2023-07-07,2.52,C0188,50.4
INV245129,PROD036,3,2023-04-15,28.26,C0332,84.78
INV873199,PROD016,18,2023-09-02,6.12,C0172,110.16
INV319984,PROD049,19,2023-12-26,43.62,C0481,828.78
INV628027,PROD048,8,2023-05-17,16.36,C0386,130.88
INV461996,PROD028,9,2023-07-10,3.2,C0349,28.8
INV593002,PROD032,17,2023-03-04,26.57,C0232,451.69
INV751114,PROD035,18,2023-08-20,45.02,C0364,810.36
INV191549,PROD044,3,2023-08-23,9.82,C0189,29.46
INV214677,PROD026,6,2023-02-09,14.77,C0042,88.62
INV257808,PROD018,4,2023-09-12,35.01,C0085,140.04
INV407410,PROD014,17,2023-01-12,47.63,C0448,809.71
INV463541,PROD044,18,2023-08-31,46.62,C0214,839.16
INV123107,PROD029,1,2023-02-02,14.93,C0216,14.93
INV706815,PROD015,17,2023-07-30,32.41,C0447,550.9699999999999
INV830714,PROD042,11,2023-12-07,24.56,C0176,270.15999999999997
INV238364,PROD036,15,2023-10-18,23.17,C0272,347.55
INV607765,PROD020,6,2023-04-27,39.57,C0460,237.42000000000002
INV578073,PROD019,2,2023-05-26,7.84,C0191,15.68
INV661320,PROD011,20,2023-12-31,46.24,C0490,924.8000000000001
INV798724,PROD012,6,2023-12-21,42.05,C0147,252.29999999999998
INV432006,PROD010,6,2023-01-22,12.28,C0407,73.67999999999999
INV315120,PROD009,15,2023-04-05,13.39,C0295,200.85000000000002
INV255130,PROD046,2,2023-06-26,33.44,C0288,66.88
INV416208,PROD029,18,2023-10-01,48.79,C0191,878.22
INV580290,PROD002,13,2023-03-16,46.59,C0063,605.6700000000001
INV632056,PROD021,5,2023-10-07,0.71,C0476,3.55
INV890795,PROD042,10,2023-05-29,23.96,C0170,239.60000000000002
INV455136,PROD043,5,2023-08-15,40.08,C0294,200.39999999999998
INV810943,PROD008,16,2023-03-13,45.06,C0353,720.96
INV981723,PROD008,10,2023-11-13,1.73,C0283,17.3
INV737692,PROD029,12,2023-01-29,5.08,C0113,60.96
INV305222,PROD013,19,2023-05-23,26.56,C0329,504.64
INV804179,PROD006,18,2023-12-13,42.55,C0012,765.9
INV433193,PROD006,17,2023-09-09,20.02,C0491,340.34
INV478603,PROD039,17,2023-12-08,47.2,C0309,802.4000000000001
INV112782,PROD010,14,2023-07-10,18.8,C0204,263.2
INV688285,PROD023,12,2023-08-17,15.75,C0146,189.0
INV942725,PROD014,15,2023-08-01,37.21,C0045,558.15
INV863998,PROD019,6,2023-08-06,40.38,C0227,242.28000000000003
INV190259,PROD027,5,2023-11-03,41.86,C0459,209.3
INV451709,PROD014,10,2023-09-26,23.99,C0074,239.89999999999998
INV769836,PROD038,13,2023-07-29,4.88,C0034,63.44
INV844747,PROD018,14,2023-08-25,9.16,C0469,128.24
INV403524,PROD049,5,2023-07-15,10.36,C0291,51.8
INV975126,PROD032,2,2023-06-04,41.23,C0284,82.46
INV335426,PROD020,16,2023-08-26,28.18,C0300,450.88
INV974767,PROD001,5,2023-11-24,13.5,C0014,67.5
INV537420,PROD031,4,2023-05-28,32.86,C0326,131.44
INV617000,PROD032,8,2023-05-22,1.91,C0092,15.28
INV603825,PROD005,20,2023-10-25,37.41,C0497,748.1999999999999
INV827968,PROD028,9,2023-09-01,31.59,C0290,284.31
INV118397,PROD008,12,2023-10-22,25.87,C0419,310.44
INV435209,PROD017,6,2023-03-16,29.29,C0433,175.74
INV385915,PROD045,5,2023-01-28,18.19,C0237,90.95
INV655338,PROD027,12,2023-05-30,2.91,C0185,34.92
INV292148,PROD005,17,2023-11-18,10.09,C0328,171.53
INV438277,PROD007,20,2023-10-06,37.76,C0392,755.1999999999999
INV821783,PROD021,10,2023-12-24,13.94,C0447,139.4
INV113524,PROD007,18,2023-03-15,29.21,C0186,525.78
INV532007,PROD034,10,2023-09-06,18.96,C0071,189.60000000000002
INV331854,PROD011,4,2023-09-15,11.28,C0175,45.12
INV987168,PROD013,18,2023-09-27,30.86,C0426,555.48
INV537619,PROD046,18,2023-02-28,35.26,C0273,634.68
INV602811,PROD005,4,2023-01-09,41.03,C0236,164.12
INV726680,PROD020,12,2023-08-15,7.38,C0179,88.56
INV130156,PROD049,11,2023-06-05,9.02,C0268,99.22
INV249274,PROD008,8,2023-12-22,6.87,C0382,54.96
INV182423,PROD015,10,2023-03-08,6.7,C0353,67.0
INV894122,PROD045,4,2023-09-05,4.35,C0218,17.4
INV638421,PROD003,7,2023-12-04,5.84,C0221,40.879999999999995
INV145383,PROD004,16,2023-05-10,6.39,C0304,102.24
INV731024,PROD020,1,2023-03-05,37.85,C0034,37.85
INV130680,PROD038,7,2023-06-29,9.65,C0106,67.55
INV469311,PROD010,9,2023-06-28,47.47,C0047,427.23
INV171656,PROD033,20,2023-10-19,12.47,C0083,249.4
INV395548,PROD038,1,2023-04-09,26.68,C0051,26.68
INV324411,PROD049,18,2023-02-20,0.71,C0088,12.78
INV294118,PROD033,16,2023-10-29,18.64,C0472,298.24
INV498055,PROD044,4,2023-07-01,9.45,C0226,37.8
INV898395,PROD014,17,2023-02-27,11.76,C0218,199.92
INV619900,PROD008,15,2023-03-11,5.96,C0161,89.4
INV186243,PROD024,10,2023-01-21,28.08,C0391,280.79999999999995
INV729554,PROD032,4,2023-08-22,19.55,C0168,78.2
INV404704,PROD020,15,2023-07-28,11.68,C0377,175.2
INV812120,PROD028,7,2023-09-01,42.91,C0438,300.37
INV804743,PROD012,1,2023-09-09,49.94,C0189,49.94
INV189135,PROD026,15,2023-12-13,26.37,C0054,395.55
INV206663,PROD010,13,2023-10-30,20.33,C0062,264.28999999999996
INV455081,PROD011,3,2023-04-12,18.5,C0380,55.5
INV860427,PROD039,13,2023-08-06,6.58,C0103,85.54
INV519677,PROD018,19,2023-11-26,29.89,C0256,567.91
INV636256,PROD031,20,2023-09-06,47.53,C0183,950.6
INV613111,PROD010,15,2023-05-09,5.85,C0143,87.75
INV970645,PROD015,5,2023-01-28,1.97,C0255,9.85
INV733952,PROD032,1,2023-07-15,48.62,C0035,48.62
INV201013,PROD021,5,2023-11-16,15.49,C0348,77.45
INV311740,PROD005,17,2023-08-27,38.49,C0390,654.33
INV668787,PROD043,16,2023-05-14,24.77,C0151,396.32
INV551313,PROD035,18,2023-01-17,1.37,C0176,24.660000000000004
INV564053,PROD008,13,2023-07-12,22.78,C0451,296.14
INV917241,PROD003,2,2023-12-04,9.26,C0236,18.52
INV427637,PROD046,6,2023-03-10,24.83,C0156,148.98
INV807814,PROD025,16,2023-10-19,38.32,C0367,613.12
INV592640,PROD043,18,2023-10-20,34.43,C0252,619.74
INV376185,PROD036,6,2023-07-20,25.58,C0244,153.48
INV903702,PROD038,13,2023-06-30,31.04,C0254,403.52
INV234425,PROD021,2,2023-01-24,1.89,C0146,3.78
INV128206,PROD024,12,2023-10-26,40.57,C0429,486.84000000000003
INV461908,PROD041,11,2023-08-08,19.34,C0392,212.74
INV359642,PROD027,12,2023-05-06,3.29,C0183,39.480000000000004
INV168681,PROD042,10,2023-12-19,29.83,C0121,298.29999999999995
INV664570,PROD020,4,2023-01-11,17.21,C0445,68.84
INV695642,PROD003,15,2023-08-05,33.06,C0167,495.90000000000003
INV716551,PROD027,9,2023-08-29,1.51,C0264,13.59
INV700350,PROD021,13,2023-06-15,28.73,C0012,373.49
INV452287,PROD032,4,2023-04-16,34.7,C0051,138.8
INV480983,PROD033,11,2023-06-03,8.75,C0255,96.25
INV981202,PROD028,7,2023-02-08,25.1,C0497,175.70000000000002
INV411762,PROD035,7,2023-01-25,14.72,C0436,103.04
INV852570,PROD026,8,2023-02-17,31.42,C0294,251.36
INV170537,PROD038,4,2023-05-20,29.8,C0433,119.2
INV934301,PROD034,16,2023-06-27,21.64,C0291,346.24
INV553939,PROD042,10,2023-06-03,25.48,C0040,254.8
INV363470,PROD035,11,2023-07-25,10.4,C0340,114.4
INV289373,PROD033,15,2023-10-08,33.74,C0320,506.1
INV623452,PROD002,17,2023-10-23,43.2,C0452,734.4000000000001
INV658596,PROD043,15,2023-11-23,13.76,C0110,206.4
INV162790,PROD040,14,2023-11-17,46.76,C0415,654.64
INV257782,PROD013,12,2023-05-04,23.39,C0268,280.68
INV434132,PROD044,10,2023-07-30,42.28,C0383,422.8
INV963723,PROD005,7,2023-05-17,42.38,C0441,296.66
INV347600,PROD042,6,2023-11-04,13.19,C0147,79.14
INV357516,PROD016,4,2023-01-15,7.92,C0208,31.68
INV542519,PROD020,15,2023-08-12,24.53,C0409,367.95000000000005
INV130557,PROD003,7,2023-03-11,8.39,C0332,58.730000000000004
INV857568,PROD018,18,2023-01-22,9.21,C0133,165.78000000000003
INV429153,PROD002,2,2023-02-12,43.05,C0249,86.1
INV481088,PROD020,3,2023-07-28,45.08,C0309,135.24
INV347507,PROD043,3,2023-03-13,20.15,C0344,60.449999999999996
INV796482,PROD037,17,2023-09-25,46.68,C0058,793.56
INV349641,PROD038,17,2023-02-16,12.96,C0425,220.32000000000002
